"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","British Columbia","2021A000259","Employment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19683641","11.2.1.3.4","282.2","","","","1"
"2025","British Columbia","2021A000259","Employment","Total, all industries","Women+","55 years and over","Persons in thousands","428","thousands","3","v19683641","11.2.1.3.4","276.7","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368510","11.3.1.1.1","2055.5","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368510","11.3.1.1.1","2098.0","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368510","11.3.1.1.1","1996.8","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368510","11.3.1.1.1","2102.2","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368510","11.3.1.1.1","2204.4","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368510","11.3.1.1.1","2280.3","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368510","11.3.1.1.1","2335.5","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368510","11.3.1.1.1","2348.4","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 to 24 years","Persons in thousands","428","thousands","3","v19683885","11.3.1.1.2","196.2","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 to 24 years","Persons in thousands","428","thousands","3","v19683885","11.3.1.1.2","190.9","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 to 24 years","Persons in thousands","428","thousands","3","v19683885","11.3.1.1.2","154.8","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 to 24 years","Persons in thousands","428","thousands","3","v19683885","11.3.1.1.2","169.6","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 to 24 years","Persons in thousands","428","thousands","3","v19683885","11.3.1.1.2","174.8","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 to 24 years","Persons in thousands","428","thousands","3","v19683885","11.3.1.1.2","188.8","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 to 24 years","Persons in thousands","428","thousands","3","v19683885","11.3.1.1.2","190.8","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","15 to 24 years","Persons in thousands","428","thousands","3","v19683885","11.3.1.1.2","177.4","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","25 to 54 years","Persons in thousands","428","thousands","3","v19683886","11.3.1.1.3","1439.4","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","25 to 54 years","Persons in thousands","428","thousands","3","v19683886","11.3.1.1.3","1467.7","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","25 to 54 years","Persons in thousands","428","thousands","3","v19683886","11.3.1.1.3","1423.6","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","25 to 54 years","Persons in thousands","428","thousands","3","v19683886","11.3.1.1.3","1501.7","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","25 to 54 years","Persons in thousands","428","thousands","3","v19683886","11.3.1.1.3","1588.3","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","25 to 54 years","Persons in thousands","428","thousands","3","v19683886","11.3.1.1.3","1633.8","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","25 to 54 years","Persons in thousands","428","thousands","3","v19683886","11.3.1.1.3","1685.0","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","25 to 54 years","Persons in thousands","428","thousands","3","v19683886","11.3.1.1.3","1719.5","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","55 years and over","Persons in thousands","428","thousands","3","v19683887","11.3.1.1.4","419.9","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","55 years and over","Persons in thousands","428","thousands","3","v19683887","11.3.1.1.4","439.5","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","55 years and over","Persons in thousands","428","thousands","3","v19683887","11.3.1.1.4","418.4","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","55 years and over","Persons in thousands","428","thousands","3","v19683887","11.3.1.1.4","430.9","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","55 years and over","Persons in thousands","428","thousands","3","v19683887","11.3.1.1.4","441.2","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","55 years and over","Persons in thousands","428","thousands","3","v19683887","11.3.1.1.4","457.7","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","55 years and over","Persons in thousands","428","thousands","3","v19683887","11.3.1.1.4","459.6","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Total - Gender","55 years and over","Persons in thousands","428","thousands","3","v19683887","11.3.1.1.4","451.5","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368680","11.3.1.2.1","1181.5","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368680","11.3.1.2.1","1193.8","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368680","11.3.1.2.1","1144.3","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368680","11.3.1.2.1","1202.6","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368680","11.3.1.2.1","1243.5","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368680","11.3.1.2.1","1282.7","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368680","11.3.1.2.1","1328.7","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 years and over","Persons in thousands","428","thousands","3","v2368680","11.3.1.2.1","1331.7","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19683888","11.3.1.2.2","116.0","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19683888","11.3.1.2.2","105.3","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19683888","11.3.1.2.2","91.6","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19683888","11.3.1.2.2","96.2","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19683888","11.3.1.2.2","98.7","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19683888","11.3.1.2.2","112.3","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19683888","11.3.1.2.2","114.1","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","15 to 24 years","Persons in thousands","428","thousands","3","v19683888","11.3.1.2.2","110.3","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19683889","11.3.1.2.3","815.7","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19683889","11.3.1.2.3","825.1","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19683889","11.3.1.2.3","799.3","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19683889","11.3.1.2.3","846.6","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19683889","11.3.1.2.3","885.3","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19683889","11.3.1.2.3","907.2","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19683889","11.3.1.2.3","944.3","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","25 to 54 years","Persons in thousands","428","thousands","3","v19683889","11.3.1.2.3","954.1","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19683890","11.3.1.2.4","249.8","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19683890","11.3.1.2.4","263.4","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19683890","11.3.1.2.4","253.4","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19683890","11.3.1.2.4","259.8","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19683890","11.3.1.2.4","259.5","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19683890","11.3.1.2.4","263.2","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19683890","11.3.1.2.4","270.3","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Men+","55 years and over","Persons in thousands","428","thousands","3","v19683890","11.3.1.2.4","267.3","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368850","11.3.1.3.1","874.0","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368850","11.3.1.3.1","904.2","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368850","11.3.1.3.1","852.5","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368850","11.3.1.3.1","899.6","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368850","11.3.1.3.1","960.8","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368850","11.3.1.3.1","997.7","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368850","11.3.1.3.1","1006.7","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 years and over","Persons in thousands","428","thousands","3","v2368850","11.3.1.3.1","1016.7","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19683891","11.3.1.3.2","80.2","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19683891","11.3.1.3.2","85.6","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19683891","11.3.1.3.2","63.2","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19683891","11.3.1.3.2","73.5","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19683891","11.3.1.3.2","76.1","","","","1"
"2023","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19683891","11.3.1.3.2","76.6","","","","1"
"2024","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19683891","11.3.1.3.2","76.7","","","","1"
"2025","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","15 to 24 years","Persons in thousands","428","thousands","3","v19683891","11.3.1.3.2","67.1","","","","1"
"2018","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19683892","11.3.1.3.3","623.7","","","","1"
"2019","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19683892","11.3.1.3.3","642.6","","","","1"
"2020","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19683892","11.3.1.3.3","624.3","","","","1"
"2021","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19683892","11.3.1.3.3","655.0","","","","1"
"2022","British Columbia","2021A000259","Full-time employment","Total, all industries","Women+","25 to 54 years","Persons in thousands","428","thousands","3","v19683892","11.3.1.3.3","703.0","","","","1"
